Hello,Hello World!
hello,Hello World!
hello,Hello World!
Hello,Hello World!
Hello,Hello World!
hello,Hello World!
hello,Hello World!
Hello,Hello World!
hello,Hello World!
Hello,Hello World!
hllo,Hello World!
Hello,Hello World!
hello,Hello World!
Hello,Hello World!
hello,Hello World!
Hello,Hello World!
hello,Hello World!
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
hello,Szia BOT.I vagyok.
h,Is there a different way you can ask that?<br><br>You can try this from my friend Google: <a target='_blank' href='https://www.google.com/search?q=h'>h</a>
Nothing,I think you hit the wrong key...
Nothing,I think you hit the wrong key...
Nothing,What did you want to ask?
Nothing,Let's talk about something.
Nothing,What did you want to ask?
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Szia,I could not tell you.
szia mia kuvukiföld köcsög,I don't have a response for that.
Hello,Szia BOT.I vagyok.
Nothing,I think you hit the wrong key...
sa,Szerintem te nem ezt akartad irni.
vag,Na megegyszer!
Hello,Szia BOT.I vagyok.
Nothing,Mit is akartal kerdezni?
Nothing,Help - help - help!
Nothing,Help - help - help!
Nothing,Help - help - help!
Nothing,Problad ujra!
ha,Na megegyszer!
é,Oopsz. Biztos ezt akartad?
Hello,Szia BOT.I vagyok.
hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok.
Ki vagy?,Egy pythonba megirt mesterseges inteligencia vagyok.
Ki vagy,Na es te ki vagy?
ora,The time is now 9:43 PM EST
datum,"Ma Hétfõ, 8/10/2020"
ido,A pontos idõ 9:43 PM EST
ora,A pontos idõ 9:43 PM EST
Hello,Szia BOT.I vagyok.
hello,Szia BOT.I vagyok.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Ez mi akart lenni?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Te hozzam beszelsz?
szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Na mi a helyzet?
szia,Csa teso! Mi a stajsz?
Igen,Na az szuper!
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
help,Szuper. Essunk neki. Hardver vagy szoftver hibad van?
hardver,Ertem. Azon belul PC Nyomtato vagy Laptop?
PC,{'Az nem jo dolog. Megoldjuk. Az alabbiak kozul valassz mi illik a legjobban a hibara': None}
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
pc,Az nem jo dolog. Megoldjuk. Az alabbiak kozul valassz mi illik a legjobban a hibara.
szofver,Rendben van. Megtalalhato a hiba ezek kozul GW - novell - vpn - eset?
gw,Levelezo rendszer problema? Itt tudod felvenni a kapcsolatot a GW csoporttal 'gw@semmelweis.hu'
novell,Novell hibad van? Szerver vagy halozat? Itt tudsz igenyleni uj felhasznalot 'https://semmelweis.hu/'
pc,Az nem jo dolog. Megoldjuk. Az alabbiak kozul valassz mi illik a legjobban a hibara.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
pc,Az nem jo dolog. Megoldjuk. Az alabbiak kozul valassz mi illik a legjobban a hibara. 1 nem indul a gep 2 elindul a gep de nem kapcsol be 3 villog a monitor.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Na mi a helyzet?
segits,Szerintem te nem ezt akartad irni.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
ruben vagyok,Szia. En meg BOT.I.
szia,Hello kell segitseg?
segits,Mar is! Mond mi a baj?
pc,Az nem jo dolog. Megoldjuk. Az alabbiak kozul valassz mi illik a legjobban a hibara. 1 nem indul a gep 2 elindul a gep de nincs kep 3 villog a monitor.
1,Nem indul a gep? Hmm. Van aram a gepben? A takaritono nem huzta ki a kabelt? Nezd meg azert.
2,Nem azert mondom de bekacsoltad a monitort? Ellenorizd le azert a kabelt hogy helyen van-e.
3,Villog? Biztos nem diszkoban vagy?
szofver,Rendben van. Megtalalhato a hiba ezek kozul GW - novell - vpn - eset?
gw,Levelezo rendszer problema? Itt tudod felvenni a kapcsolatot a GW csoporttal 'gw@semmelweis.hu'
novell,Novell hibad van? Szerver vagy halozat? Itt tudsz igenyleni uj felhasznalot 'https://semmelweis.hu/'
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
hogy vagy,010010100100100100101001 kb. Es te?
segits,Mar is! Mond mi a baj?
novell,Novell hibad van? Szerver vagy halozat? Itt tudsz igenyleni uj felhasznalot 'https://semmelweis.hu/'
pc,Az nem jo dolog. Megoldjuk. Az alabbiak kozul valassz mi illik a legjobban a hibara. 1 nem indul a gep 2 elindul a gep de nincs kep 3 villog a monitor.
pci,Az nem jo dolog. Megoldjuk. Az alabbiak kozul valassz mi illik a legjobban a hibara. 1 nem indul a gep 2 elindul a gep de nincs kep 3 villog a monitor.
szoftver,Rendben van. Megtalalhato a hiba ezek kozul GW - novell - vpn - eset?
szia ruben vagyok,Na megegyszer!
ruben vagyok,Szia. En meg BOT.I. Miben tudok neked segiteni?
peter vagyok,Szia. En meg BOT.I. Miben tudok neked segiteni?
robi vagyok,En is. Cseppet unatkozom.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Minden rendben?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Na mi a helyzet?
szia,Hello kell segitseg?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Hello kell segitseg?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Hello kell segitseg?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Hello kell segitseg?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Minden rendben?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Hello kell segitseg?
Igen,Na az szuper!
dzis,Szerintem te nem ezt akartad irni.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Na mi a helyzet?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Na mi a helyzet?
szia,Minden rendben?
szia,Minden rendben?
novell,Novell hibad van? Szerver vagy halozat? Itt tudsz igenyleni uj felhasznalot 'https://semmelweis.hu/'
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
SZIA,Minden rendben?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Minden rendben?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Minden rendben?
igen,Na az szuper!
szia,Na mi a helyzet?
novell,Novell hibad van? Szerver vagy halozat? Itt tudsz igenyleni uj felhasznalot 'https://semmelweis.hu/'
gw,Levelezo rendszer problema? Itt tudod felvenni a kapcsolatot a GW csoporttal 'gw@semmelweis.hu'
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Csa teso! Mi a stajsz?
szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Minden rendben?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Minden rendben?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Hello kell segitseg?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Na mi a helyzet?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Hello kell segitseg?
szia,Csa teso! Mi a stajsz?
szia,Hello kell segitseg?
szia,Csa teso! Mi a stajsz?
szia,Minden rendben?
szia,Na mi a helyzet?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Hello kell segitseg?
igen,Na az szuper!
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Na mi a helyzet?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Szia,Csa teso! Mi a stajsz?
szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Szia,Minden rendben?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Na mi a helyzet?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Szia,Minden rendben?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Szia,Minden rendben?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
szia,Csa teso! Mi a stajsz?
szia,Na mi a helyzet?
Hello,Szia BOT.I vagyok egy mesterseges inteligencia. Kuld el a help szot.
észia,Na mi a helyzet?
szia,Hello kell segitseg?
igen,Na az szuper!
Hello,{'Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák': 'GW. Novell. ESET. Office. Windows.'}
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
Gw,Levelezo rendszer problema? Itt tudod felvenni a kapcsolatot a GW csoporttal 'gw@semmelweis.hu'
novell,Novell hibad van? Szerver vagy halozat? Itt tudsz igenyleni uj felhasznalot 'https://semmelweis.hu/'
Eset,Ez mi akart lenni?
windows,Oopsz. Biztos ezt akartad?
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
Szia,Csa teso! Mi a stajsz?
novell,Novell hibad van? Szerver vagy halozat? Itt tudsz igenyleni uj felhasznalot 'https://semmelweis.hu/'
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
Szia,Hello kell segitseg?
Szia,Csa teso! Mi a stajsz?
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
szia,Minden rendben?
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
Szia,Minden rendben?
igem,Na az szuper!
help,Szuper. Essunk neki. Hardver vagy szoftver hibad van?
Hello,Szia BOT.I vagyok egy mesterséges intelligencia. Javasolt témák GW/ Novell/ESET/Office/Windows.
Hello,Szia BOT.I vagyok egy mesterséges intelligencia.
szia,Na mi a helyzet?
és veled?,Szerintem te nem ezt akartad írni.
Hello,Szép napot. BOT.I vagyok egy mesterséges intelligencia.
szia,Minden rendben?
igen,Na az szuper!
és veled?,Minden rendben. Tudok neked segíteni bármiben?
Igen,Na az szuper!
Hello,Szép napot. BOT.I vagyok egy mesterséges intelligencia. Írd le milyen problémád van. Novell (0001N) - ESET(0001E) - GW(0001GW) - Windows(0001W10) - PC(0001PC) - Nyomtató(0001P).
0001e,Novell problémád van? Rendben van. Új felhasználó (0002NU) igény vagy hálózati meghajtó (0002ND) hozzáférést szeretnél kérni?
0002nu,Ha egy új felasználót szeretnél igényelni akkor itt tudod megtenni - semmelweis.hu/informatika.
Szia,Hello kell segitség?
Hello,Szép napot. BOT.I vagyok egy mesterséges intelligencia. Írd le milyen problémád van. Novell (0001N) - ESET(0001E) - GW(0001GW) - Windows(0001W10) - PC(0001PC) - Nyomtató(0001P).
0000SA,Máris értesítem a helyi rendszergazdát. Kérlek írd le a neved/intézetet/email címet feedback indexxel ellátva. Vagyis feedback (0000FB)/Minta Attila/SOTE/minta@semmelweis.hu.
Hello,Szép napot. BOT.I vagyok egy mesterséges intelligencia. Írd le milyen problémád van. Novell (0001N) - ESET(0001E) - GW(0001GW) - Windows(0001W10) - PC(0001PC) - Nyomtató(0001P).
000fb,Szuper. Máris értesítem a rendszergazdát. Szép napot!
0001n,Novell problémád van? Rendben van. Új felhasználó (0002NU) igény vagy hálózati meghajtó (0002ND) hozzáférést szeretnél kérni?
0002nu,Ha egy új felasználót szeretnél igényelni akkor itt tudod megtenni - semmelweis.hu/informatika.
0002nd,Ha egy hálózati meghajtóhoz szeretnél hozzáférést kérni akkor itt tudod megtenni - novell_it@semmelweis.hu
0001GW,szeretnél egy új GroupWise felhasználót kérni? Akkor itt tudod megtenni gw@semmelweis.hu
